label,potential_home_1,potential_home_2,overall_rating_home_3,overall_rating_home_4,overall_rating_home_5,ball_control_home_5,overall_rating_home_6,potential_home_6,overall_rating_home_7,overall_rating_home_8,overall_rating_home_9,positioning_home_10,overall_rating_home_11,overall_rating_away_1,overall_rating_away_2,overall_rating_away_3,potential_away_3,overall_rating_away_4,marking_away_4,standing_tackle_away_4,overall_rating_away_5,overall_rating_away_6,overall_rating_away_7,overall_rating_away_8,overall_rating_away_9,positioning_away_10,overall_rating_away_11,potential_away_11
1,74.0,70.0,72.0,74.0,68.0,54.0,67.0,74.0,70.0,73.0,62.0,77.0,64.0,66.0,72.0,69.0,76.0,70.0,66.0,67.0,71.0,66.0,71.0,66.0,68.0,63.0,72.0,76.0
0,75.0,80.0,72.0,72.0,69.0,71.0,68.0,68.0,75.0,71.0,72.0,64.0,67.0,66.0,72.0,70.0,77.0,69.0,70.0,66.0,71.0,66.0,67.0,66.0,69.0,62.0,72.0,76.0
1,69.0,71.0,72.0,70.0,66.0,71.0,70.0,74.0,68.0,72.0,64.0,78.0,67.0,66.0,66.0,72.0,72.0,69.0,70.0,66.0,67.0,71.0,66.0,71.0,69.0,55.0,72.0,76.0
2,73.0,69.0,69.0,69.0,69.0,74.0,68.0,73.0,68.0,69.0,64.0,78.0,72.0,66.0,72.0,69.0,76.0,70.0,66.0,67.0,67.0,71.0,66.0,66.0,66.0,55.0,72.0,76.0
1,66.0,71.0,71.0,67.0,66.0,66.0,66.0,66.0,67.0,68.0,66.0,61.0,66.0,66.0,72.0,69.0,76.0,70.0,66.0,67.0,67.0,66.0,66.0,66.0,69.0,55.0,72.0,76.0
1,70.0,76.0,67.0,70.0,68.0,72.0,63.0,73.0,78.0,73.0,67.0,66.0,68.0,66.0,67.0,72.0,72.0,69.0,70.0,66.0,70.0,71.0,70.0,66.0,66.0,55.0,72.0,76.0
1,82.0,82.0,74.0,73.0,74.0,67.0,77.0,88.0,79.0,77.0,75.0,75.0,76.0,66.0,71.0,72.0,72.0,69.0,70.0,66.0,70.0,71.0,70.0,66.0,66.0,55.0,72.0,76.0
1,73.0,76.0,79.0,69.0,70.0,67.0,71.0,76.0,75.0,72.0,71.0,79.0,70.0,66.0,67.0,72.0,72.0,69.0,70.0,66.0,70.0,71.0,66.0,70.0,66.0,71.0,68.0,77.0
0,64.0,66.0,70.0,66.0,66.0,61.0,69.0,69.0,65.0,69.0,68.0,83.0,66.0,66.0,71.0,72.0,72.0,69.0,70.0,66.0,70.0,71.0,70.0,71.0,63.0,55.0,72.0,76.0
2,83.39393939393939,78.0,81.0,76.0,71.0,71.0,77.0,82.0,72.0,84.0,81.0,73.0,78.0,73.0,69.0,75.4,77.98,74.84,73.44,75.68,63.0,66.0,66.0,66.0,69.0,73.81481481481481,70.0,75.0
2,84.0,78.4,67.0,78.0,79.0,80.0,75.0,80.0,81.0,76.0,74.0,75.0,81.0,73.0,69.0,75.4,77.98,74.84,73.44,75.68,63.0,66.0,66.0,74.0,66.0,68.0,70.0,75.0
2,76.0,75.0,74.26,71.0,65.0,62.0,68.0,73.0,71.0,68.0,69.0,75.0,74.0,73.0,63.0,75.4,77.98,66.0,60.0,64.0,60.0,66.0,75.75925925925925,66.0,64.0,60.0,70.0,75.0
1,80.0,80.0,80.0,72.0,75.0,63.0,77.0,85.0,78.0,73.0,81.0,86.0,79.0,73.0,63.0,66.0,69.0,74.84,73.44,75.68,60.0,66.0,66.0,66.0,73.0,68.0,70.0,75.0
1,75.0,66.0,52.0,56.0,63.0,64.0,68.15789473684211,71.27368421052631,61.0,69.0,61.0,68.48351648351648,66.0,73.0,63.0,75.4,77.98,66.0,60.0,64.0,60.0,66.0,66.0,75.14814814814815,64.0,68.0,70.0,75.0
1,71.0,65.0,64.0,66.88888888888889,57.0,51.0,65.0,68.0,66.0,59.0,67.0,76.0,56.0,73.0,69.0,66.0,69.0,74.84,73.44,75.68,60.0,66.0,66.0,66.0,73.0,68.0,70.0,75.0
2,73.0,72.0,68.0,68.91176470588235,60.0,62.0,66.0,68.0,68.0,70.0,72.0,70.42028985507247,70.61764705882354,73.0,63.0,66.0,69.0,74.84,73.44,75.68,60.0,66.0,66.0,66.0,73.0,68.0,70.0,75.0
1,75.0,63.0,68.0,70.0,70.0,72.0,70.0,70.0,66.0,62.0,70.0,69.77777777777777,73.0,69.0,65.0,67.0,69.0,65.0,65.0,66.0,69.0,67.0,71.0,61.0,70.0,60.0,67.0,70.0
1,85.0,82.0,79.0,83.0,75.0,74.0,79.0,84.0,79.0,82.0,78.0,86.0,83.0,69.0,67.0,67.0,69.0,65.0,65.0,66.0,69.0,71.0,68.5,66.0,70.0,68.77777777777777,66.0,70.0
1,82.0,79.0,81.0,79.0,75.0,76.0,78.0,85.0,78.0,82.0,80.0,85.0,80.0,69.0,67.0,65.0,70.0,67.0,64.0,67.0,69.0,65.0,68.5,71.0,68.25641025641026,72.0,66.0,70.0
1,71.8,76.0,67.0,64.0,69.0,50.0,70.0,72.0,67.11111111111111,66.0,68.0,68.0,66.0,69.0,67.0,65.0,70.0,67.0,64.0,67.0,63.0,71.0,68.5,61.0,71.0,63.0,67.0,70.0
1,82.0,66.0,64.0,71.0,66.0,65.0,66.0,67.0,67.0,67.0,65.0,68.68085106382979,71.0,69.0,65.0,67.55263157894737,70.34210526315789,67.0,64.0,67.0,63.0,65.0,68.5,71.0,70.0,68.77777777777777,66.0,70.0
0,75.0,67.0,65.0,66.0,62.0,66.0,63.0,66.0,68.0,70.0,69.0,73.0,74.0,69.0,67.03030303030303,65.0,70.0,67.0,64.0,67.0,65.0,68.23333333333333,66.0,71.0,61.0,68.0,67.38461538461539,71.74358974358974
1,72.0,72.0,68.0,67.0,64.0,60.0,66.0,66.0,67.0,69.0,72.0,62.0,66.0,69.0,67.0,65.0,70.0,67.325,67.225,68.975,61.0,68.23333333333333,66.0,71.0,64.0,68.77777777777777,65.0,69.0
1,85.0,80.0,73.0,78.0,71.0,69.0,72.0,81.0,78.0,81.0,79.0,74.0,74.0,69.0,65.0,65.0,70.0,66.0,64.0,64.0,61.0,66.0,64.0,68.23076923076923,66.0,71.0,67.0,70.0
2,76.0,66.0,64.0,67.0,66.0,63.0,64.0,70.0,66.0,72.0,64.0,70.0,69.0,69.0,65.0,65.0,70.0,66.0,64.0,64.0,61.0,64.0,66.0,68.23076923076923,66.0,71.0,67.0,70.0
1,72.0,71.0,67.0,70.0,68.0,65.0,63.0,65.0,68.0,62.0,74.0,60.0,63.0,69.0,65.0,67.0,69.0,68.0,67.0,68.0,63.0,66.0,64.0,66.0,71.0,72.0,71.0,75.0
1,77.0,75.0,70.0,71.0,67.0,68.0,69.0,72.0,70.0,72.33333333333333,77.0,69.0,70.0,69.0,67.0,67.55263157894737,70.34210526315789,68.0,67.0,68.0,63.0,66.0,67.0,70.0,64.0,71.0,67.0,70.0
1,75.0,67.0,61.0,70.0,70.0,69.0,68.0,70.0,62.0,72.0,67.0,69.0,72.0,69.0,65.0,67.55263157894737,70.34210526315789,68.0,67.0,68.0,67.0,66.0,66.0,64.0,68.25641025641026,65.0,71.0,73.0
1,79.0,74.0,67.0,72.0,68.0,70.0,66.0,69.0,68.83870967741936,69.0,70.0,68.0,66.0,65.0,65.0,67.0,69.0,68.0,67.0,68.0,67.0,66.0,71.0,62.0,64.0,71.5,67.0,70.0
1,83.0,72.0,76.0,75.0,74.0,69.0,76.0,77.0,70.0,75.0,72.0,72.0,72.0,65.0,65.0,67.0,69.0,68.0,67.0,68.0,65.0,64.0,66.0,71.0,67.0,71.0,67.0,74.0
1,81.0,72.0,63.0,64.0,64.0,63.0,64.0,72.0,65.0,71.0,71.0,68.0,67.0,65.0,65.0,67.0,69.0,66.0,66.0,61.0,67.0,65.0,71.0,64.0,70.0,72.0,64.0,64.0
0,77.0,69.0,65.0,67.0,68.0,62.0,74.0,77.0,67.0,70.0,66.0,69.0,68.7,66.0,64.0,63.0,68.0,62.0,60.0,67.0,65.0,68.0,67.0,60.0,64.0,67.0,66.0,72.0
1,83.0,77.0,73.0,73.0,72.0,74.0,78.0,83.0,71.0,75.0,70.0,79.0,76.0,66.0,62.0,64.0,68.0,65.0,64.0,67.0,63.0,63.0,64.0,67.0,68.0,67.0,66.0,72.0
2,64.0,66.0,60.0,61.0,66.0,62.0,63.0,63.0,68.0,69.0,66.0,57.0,63.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
1,77.0,74.0,71.0,70.0,72.0,69.0,72.0,77.0,72.0,71.0,73.0,74.0,74.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
1,81.0,77.0,76.0,72.0,72.0,73.0,77.0,79.0,73.0,73.0,78.0,72.0,68.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
1,70.0,65.0,67.0,67.0,64.0,65.0,67.0,68.0,68.0,63.0,67.0,71.0,68.0,66.0,64.0,64.0,68.0,63.0,63.0,67.0,62.0,69.0,64.0,67.0,68.0,67.0,62.0,65.0
2,67.0,72.0,66.0,64.0,67.0,63.0,66.0,68.0,70.0,70.0,68.0,66.0,68.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
1,75.0,73.0,68.0,69.0,67.0,69.0,69.0,74.0,65.0,68.0,73.0,60.0,67.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,60.0,69.0,64.0,60.0,68.0,67.0,66.0,72.0
1,74.0,76.0,73.0,75.0,69.0,72.0,70.0,82.0,69.0,74.0,80.0,76.0,71.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,64.0,63.0,67.0,68.0,75.0,66.0,72.0
1,67.0,63.0,69.0,65.0,63.0,62.0,66.0,68.0,65.0,69.0,67.0,64.0,67.0,66.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
0,71.0,73.0,69.0,61.0,68.0,62.0,65.0,66.0,68.0,67.0,67.0,76.0,71.0,60.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
1,76.0,75.0,71.0,67.0,65.0,66.0,68.0,72.0,63.0,65.0,69.0,75.0,70.0,71.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,64.0,69.0,67.0,62.0,67.0,66.0,72.0
1,65.0,67.0,66.0,63.0,67.0,73.0,64.0,67.0,70.0,65.0,67.0,71.0,68.0,71.0,64.0,64.0,68.0,65.0,64.0,67.0,62.0,63.0,64.0,67.0,68.0,75.0,62.0,65.0
1,70.0,66.0,66.0,66.0,64.0,66.0,73.0,79.0,72.0,63.0,68.0,59.0,67.0,71.0,64.0,64.0,68.0,65.0,64.0,67.0,63.0,63.0,64.0,67.0,68.0,75.0,66.0,72.0
1,74.0,78.0,75.0,73.0,71.0,68.0,76.0,80.0,71.0,73.0,72.0,70.0,75.0,71.0,62.0,64.0,68.0,65.0,64.0,67.0,63.0,64.0,67.0,63.0,68.0,75.0,66.0,72.0
2,71.0,71.0,66.0,65.0,65.0,65.0,67.0,73.0,67.0,68.0,66.0,74.0,70.0,71.0,62.0,64.0,68.0,65.0,64.0,67.0,63.0,67.0,69.0,64.0,68.0,67.0,66.0,72.0
0,78.0,75.0,74.0,72.0,71.0,74.0,73.0,78.0,72.0,74.0,75.0,75.0,69.0,71.0,64.0,64.0,68.0,65.0,64.0,67.0,62.0,69.0,64.0,67.0,68.0,67.0,66.0,72.0
1,63.0,66.0,66.0,63.0,59.0,66.0,64.0,64.0,64.0,67.0,65.0,55.0,66.0,64.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,66.0,66.0,68.0,66.0,67.0,63.0,70.0
1,74.0,70.0,70.0,75.0,69.0,72.0,71.0,79.0,74.0,74.0,75.0,77.0,70.0,64.0,62.0,66.0,68.0,63.0,62.0,67.0,64.0,66.0,66.0,67.0,65.0,67.0,63.0,69.0
0,73.0,66.0,68.0,67.0,67.0,73.0,66.0,68.0,69.0,66.0,67.0,76.0,69.0,64.0,62.0,66.0,68.0,63.0,62.0,67.0,64.0,66.0,66.0,67.0,66.0,59.0,65.0,68.0
2,76.0,69.0,70.0,67.0,66.0,54.0,70.0,70.0,65.0,70.0,59.0,74.0,73.0,64.0,62.0,65.0,69.0,66.0,66.0,68.0,64.0,66.0,66.0,67.0,68.0,67.0,63.0,69.0
1,84.0,78.0,75.0,72.0,72.0,75.0,77.0,83.0,67.0,72.0,74.0,72.0,76.0,64.0,62.0,65.0,69.0,66.0,66.0,68.0,64.0,66.0,66.0,67.0,68.0,67.0,63.0,69.0
0,73.0,71.0,67.0,66.0,68.0,67.0,68.0,74.0,71.0,70.0,66.0,78.0,70.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,64.0,64.0,66.0,66.0,65.0,67.0,63.0,70.0
0,73.0,77.0,70.0,71.0,66.0,67.0,74.0,78.0,75.0,72.0,73.0,62.0,70.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,64.0,66.0,66.0,67.0,65.0,65.0,63.0,69.0
1,75.0,73.0,72.0,72.0,63.0,63.0,72.0,75.0,75.0,67.0,66.0,67.0,73.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,66.0,66.0,68.0,65.0,65.0,63.0,69.0
1,83.0,76.0,74.0,73.0,74.0,69.0,78.0,83.0,76.0,79.0,75.0,83.0,79.0,65.0,62.0,65.0,69.0,63.0,62.0,67.0,64.0,64.0,67.0,68.0,66.0,65.0,65.0,65.0
1,73.0,65.0,65.0,65.0,67.0,71.0,64.0,64.0,64.0,66.0,69.0,68.0,66.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,64.0,66.0,68.0,66.0,67.0,63.0,70.0
1,74.0,71.0,75.0,65.0,65.0,66.0,72.0,75.0,68.0,68.0,70.0,59.0,70.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,64.0,66.0,67.0,67.0,67.0,68.0,74.0
2,78.0,68.0,72.0,67.0,67.0,67.0,71.0,71.0,69.0,67.0,71.0,59.0,67.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,66.0,66.0,67.0,68.0,72.0,67.0,67.0
1,66.0,71.0,68.0,66.0,64.0,62.0,61.0,70.0,64.0,65.0,69.0,60.0,67.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,63.0,66.0,68.0,65.0,67.0,67.0,67.0
1,69.0,67.0,67.0,63.0,66.0,62.0,67.0,69.0,65.0,68.0,66.0,67.0,66.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,63.0,66.0,67.0,68.0,65.0,67.0,66.0,72.0
2,78.0,76.0,74.0,75.0,69.0,69.0,75.0,75.0,74.0,77.0,66.0,71.0,72.0,65.0,62.0,65.0,69.0,66.0,66.0,68.0,64.0,68.0,66.0,66.0,67.0,72.0,66.0,72.0
1,64.0,67.0,68.0,66.0,68.0,69.0,67.0,71.0,66.0,69.0,68.0,69.0,65.0,64.0,64.0,62.0,67.0,63.0,62.0,67.0,64.0,66.0,66.0,68.0,67.0,72.0,66.0,72.0
1,79.0,74.0,67.0,66.0,68.0,63.0,61.0,73.0,76.0,67.0,66.0,63.72619047619048,51.0,65.0,47.0,62.0,66.0,58.0,61.0,55.0,58.0,60.0,56.0,62.0,59.0,59.0,61.0,68.0
1,72.0,59.0,68.0,65.0,58.0,55.0,50.0,58.0,54.0,54.0,66.0,58.0,57.0,65.0,54.0,58.0,69.0,57.0,59.0,59.0,58.0,60.0,56.0,62.0,62.0,41.0,67.0,76.0
0,73.0,63.66666666666666,61.0,58.0,55.0,63.0,63.0,69.0,57.0,57.0,66.0,63.0,56.0,65.0,54.0,58.0,69.0,57.0,59.0,59.0,58.0,60.0,56.0,59.42857142857143,59.0,51.0,61.0,68.0
0,82.0,69.0,59.0,67.0,67.0,69.0,65.0,70.0,59.0,71.0,76.0,68.0,73.0,65.0,54.0,58.0,69.0,57.0,59.0,59.0,47.0,62.0,62.0,59.0,62.0,50.0,53.0,60.0
2,76.0,74.0,67.0,58.0,57.0,57.0,70.0,81.0,66.0,62.0,55.0,70.0,73.8,52.0,54.0,58.0,69.0,57.0,59.0,59.0,47.0,60.0,62.0,62.0,59.0,72.0,53.0,60.0
1,54.0,63.0,56.0,62.0,60.53846153846154,57.53846153846154,54.0,78.0,48.0,60.0,52.0,53.793103448275865,54.0,52.0,58.0,57.0,63.0,47.0,46.0,48.0,62.0,60.0,59.0,62.0,59.0,50.0,53.0,60.0
0,69.0,72.0,53.0,61.0,61.0,69.0,44.0,57.0,56.0,70.0,60.0,41.0,57.0,52.0,54.0,58.0,69.0,57.0,59.0,59.0,47.0,62.0,59.0,53.0,55.0,39.0,67.0,76.0
1,71.0,74.0,75.0,68.0,59.0,62.0,63.0,63.0,67.0,70.0,66.0,67.0,71.0,60.0,57.0,55.0,58.0,51.0,52.0,63.0,53.0,59.0,56.0,59.0,63.0,34.0,59.0,60.0
1,80.0,69.0,64.0,64.07058823529412,62.0,68.0,64.0,74.0,72.0,68.0,77.0,63.0,65.0,60.0,57.0,58.0,60.0,55.0,54.0,58.0,53.0,61.0,63.0,56.0,59.0,34.0,64.0,71.0
0,66.0,61.0,61.0,59.0,59.0,61.0,58.0,64.0,61.0,62.0,62.0,72.0,62.0,60.0,53.0,58.0,60.0,55.0,54.0,58.0,54.0,53.0,59.0,63.0,56.0,43.0,64.0,71.0
1,70.0,68.42201834862385,58.0,67.0,59.0,58.0,58.0,70.0,65.0,61.0,65.0,47.0,69.0,60.0,54.0,58.0,60.0,55.0,54.0,58.0,53.0,57.0,59.0,63.0,56.0,56.0,64.0,71.0
1,67.0,57.0,58.0,59.0,61.0,58.0,69.0,73.0,55.0,65.0,59.0,56.0,59.0,60.0,57.0,58.0,60.0,55.0,54.0,58.0,57.0,53.0,56.0,63.0,56.0,47.142857142857146,64.0,71.0
1,71.0,57.0,54.0,64.0,57.0,54.0,60.0,73.0,52.0,64.0,72.0,57.0,56.0,60.0,55.0,54.0,60.0,57.0,60.0,65.0,53.0,53.0,56.0,59.0,56.0,44.0,55.0,66.0
2,70.0,62.0,59.0,63.0,55.0,60.0,54.0,59.0,61.0,64.0,56.0,60.0,53.0,60.0,54.0,55.0,58.0,51.0,52.0,63.0,53.0,58.0,59.0,63.0,56.0,56.0,55.0,66.0
1,55.0,75.0,53.0,42.0,70.0,62.0,56.0,71.0,64.0,65.0,60.0,47.0,58.0,60.0,53.0,58.0,60.0,55.0,54.0,58.0,53.0,57.0,63.0,56.0,59.21428571428572,44.0,61.0,65.0
1,68.0,74.0,66.0,68.0,69.0,69.0,65.0,75.0,71.0,60.0,66.0,59.0,77.0,56.0,57.0,58.0,60.0,55.0,54.0,58.0,53.0,59.0,57.0,54.0,59.0,54.0,55.0,66.0
1,70.0,74.0,65.0,63.0,55.0,60.0,54.0,59.0,61.0,64.0,57.0,60.0,59.0,60.0,57.0,58.0,60.0,55.0,54.0,58.0,53.0,59.0,54.0,56.0,66.0,44.0,55.0,66.0
1,71.0,57.0,66.0,54.0,57.0,54.0,60.0,73.0,52.0,64.0,72.0,66.0,64.0,56.0,57.0,58.0,60.0,55.0,54.0,58.0,53.0,66.0,54.0,59.0,62.0,55.0,55.0,66.0
1,70.0,68.0,65.0,59.0,58.0,56.0,55.0,61.0,65.0,61.0,65.0,58.0,69.0,56.0,55.0,53.0,62.0,66.0,69.0,68.0,59.0,59.0,56.0,57.0,62.0,55.0,55.0,66.0
1,79.0,47.0,67.0,75.0,73.0,68.0,59.0,68.0,71.0,70.0,67.26086956521739,67.0,69.0,56.0,59.0,58.0,60.0,57.0,60.0,65.0,53.0,59.0,56.0,62.0,59.0,44.0,55.0,66.0
1,76.0,75.0,57.0,70.0,56.0,56.0,65.0,70.0,60.0,51.0,42.0,42.0,60.0,56.0,57.0,53.0,56.0,55.0,54.0,58.0,53.0,66.0,59.0,63.0,59.08695652173913,44.0,60.16666666666666,68.95833333333333
1,80.0,68.0,56.0,67.0,68.0,69.0,64.0,74.0,72.0,68.0,52.0,52.0,65.0,56.0,53.0,58.0,60.0,53.0,52.0,56.0,59.0,59.0,59.21739130434783,56.0,62.0,55.0,55.0,66.0
1,67.0,57.0,58.0,59.0,59.0,48.0,55.0,59.0,69.0,52.0,59.0,46.0,62.0,60.0,57.0,59.0,75.0,53.0,52.0,56.0,56.0,59.0,58.142857142857146,56.0,57.0,44.0,55.0,66.0
1,81.0,74.0,66.0,68.0,58.0,60.0,65.0,75.0,71.0,67.0,74.0,56.0,72.0,56.0,57.0,59.0,75.0,55.0,54.0,58.0,53.0,58.0,59.0,59.130434782608695,57.0,70.0,59.0,60.0
2,66.0,61.0,47.0,59.0,50.0,45.0,62.0,68.0,67.0,61.0,59.0,49.0,52.0,56.0,57.0,59.0,75.0,58.0,58.0,55.0,53.0,66.0,59.0,59.130434782608695,57.0,70.0,59.0,60.0
1,66.0,59.0,58.0,53.0,62.0,62.0,62.0,73.0,65.0,55.0,62.0,74.0,66.0,60.0,60.0,59.0,61.0,57.0,54.0,58.0,57.0,60.0,59.0,55.0,62.0,67.0,63.0,63.0
0,71.0,77.0,63.0,65.0,64.0,60.0,61.0,68.0,51.0,69.0,69.0,25.0,62.0,60.0,51.0,57.0,65.0,57.0,61.0,55.0,58.0,62.0,60.0,59.0,55.0,32.0,65.0,74.0
2,66.0,73.0,62.0,61.0,60.0,61.0,56.0,59.0,62.0,59.0,59.0,60.0,61.0,60.0,57.0,60.0,63.0,63.0,64.0,66.0,57.0,51.0,62.0,59.0,60.0,57.0,60.0,68.0
1,71.0,71.0,64.0,64.0,61.0,59.0,69.0,73.0,61.0,64.0,69.0,62.0,74.0,60.0,57.0,58.0,60.0,60.0,58.0,62.0,57.0,60.0,59.0,62.0,51.0,57.0,65.0,74.0
0,71.0,71.0,65.0,68.0,60.0,59.0,60.0,74.0,62.0,64.0,71.0,39.0,72.0,60.0,57.0,63.0,63.0,60.0,58.0,62.0,59.0,57.0,59.0,62.0,52.0,60.0,55.0,70.0
0,81.0,70.0,66.0,66.0,66.0,31.0,70.0,75.0,63.0,72.0,67.0,65.0,60.0,60.0,57.0,60.0,63.0,63.0,64.0,66.0,57.0,51.0,62.0,59.0,52.0,57.0,65.0,74.0
1,81.0,74.0,63.0,71.0,66.0,57.0,63.0,75.0,62.0,62.0,73.0,64.0,72.0,60.0,57.0,63.0,63.0,57.0,61.0,55.0,57.0,51.0,59.0,62.0,60.0,57.0,65.0,74.0
2,70.0,63.66666666666666,67.0,59.0,61.0,60.0,61.0,67.0,55.0,65.0,60.0,51.0,57.89655172413793,60.0,57.0,59.0,61.0,60.0,58.0,62.0,57.0,59.0,62.0,62.0,59.0,67.0,60.0,68.0
0,70.0,58.0,57.0,64.0,55.0,47.0,58.0,64.0,59.0,56.0,56.0,59.0,64.0,60.0,57.0,58.0,60.0,59.0,60.0,64.0,57.0,59.0,59.21739130434783,62.0,60.0,57.0,60.0,68.0
1,71.0,71.0,66.0,68.0,60.0,59.0,63.0,70.0,65.0,65.0,71.0,39.0,72.0,60.0,57.0,59.0,75.0,63.0,64.0,66.0,57.0,62.0,62.0,59.0,60.0,67.0,62.0,73.0
1,71.0,73.0,66.0,65.0,60.0,62.0,62.0,74.0,64.0,69.0,69.0,72.0,65.0,60.0,57.0,59.0,75.0,63.0,64.0,66.0,57.0,51.0,62.0,59.0,59.0,60.0,65.0,74.0
2,69.0,68.0,65.0,60.0,63.0,64.0,55.0,61.0,62.0,59.0,52.0,53.0,66.0,60.0,57.0,63.0,63.0,59.0,53.0,60.0,57.0,59.0,60.0,62.0,65.0,57.0,62.0,73.0
1,66.0,55.0,53.0,58.0,58.0,53.0,64.0,70.0,65.0,62.0,65.0,62.0,62.0,60.0,57.0,59.0,75.0,60.0,58.0,62.0,57.0,51.0,62.0,59.0,60.0,67.0,55.0,70.0
0,69.0,72.26027397260275,59.0,69.0,53.0,52.0,63.0,70.0,65.0,60.0,54.0,57.0,62.0,60.0,57.0,63.0,63.0,60.0,58.0,62.0,57.0,62.0,62.0,59.0,62.0,67.0,60.0,66.0
1,81.0,73.0,68.0,63.0,66.0,31.0,70.0,75.0,67.0,68.0,66.0,57.0,63.0,60.0,57.0,58.0,60.0,59.0,53.0,60.0,63.0,57.0,59.0,51.0,59.08695652173913,57.0,65.0,74.0
1,71.0,71.0,64.0,61.0,61.0,59.0,74.0,78.0,69.0,62.0,64.0,67.0,69.0,60.0,57.0,59.0,75.0,63.0,64.0,66.0,57.0,62.0,62.0,59.0,62.0,57.0,65.0,74.0
1,81.0,76.0,71.0,61.0,73.0,74.0,66.0,76.0,62.0,73.0,73.0,83.0,73.0,60.0,57.0,58.0,60.0,60.0,58.0,62.0,57.0,55.0,51.0,59.0,62.0,60.0,59.0,68.0
1,67.0,59.0,57.0,65.0,49.0,45.0,65.0,65.0,58.0,56.0,54.0,62.0,61.0,59.0,59.0,60.0,63.0,63.0,64.0,66.0,57.0,59.0,59.0,55.0,62.0,60.0,55.0,70.0
1,74.0,72.26027397260275,64.0,64.0,62.0,62.0,58.0,61.0,61.0,67.0,68.0,64.0,59.0,69.0,58.0,58.0,58.0,81.0,20.0,40.0,55.0,60.0,61.0,61.0,59.0,59.0,58.0,66.0
1,64.0,71.0,59.0,58.0,66.0,69.0,65.0,65.0,62.0,59.0,57.0,67.0,57.0,69.0,58.0,81.0,87.0,58.0,57.0,53.0,55.0,60.0,61.0,61.0,59.0,59.0,60.0,66.0
1,72.0,73.0,64.0,64.0,63.0,66.0,60.0,67.0,68.0,63.0,68.0,66.0,66.0,69.0,60.0,58.0,58.0,81.0,20.0,40.0,58.0,56.0,61.0,61.0,60.0,44.0,61.0,61.0
0,65.0,63.0,75.0,56.0,60.0,62.0,69.0,69.0,70.0,72.0,61.0,72.0,59.0,58.0,55.0,58.0,58.0,81.0,20.0,40.0,58.0,59.0,61.0,61.0,60.0,67.0,62.0,65.0
1,83.0,66.0,71.0,74.0,67.0,72.0,69.0,78.0,65.0,78.0,61.0,77.0,78.0,69.0,55.0,58.0,58.0,81.0,20.0,40.0,58.0,59.0,61.0,60.0,61.0,58.0,60.0,66.0
1,72.0,73.0,66.0,71.0,64.0,65.0,67.0,72.0,69.0,67.0,59.0,76.0,70.0,69.0,55.0,59.0,71.0,58.0,57.0,53.0,81.0,58.0,57.0,61.0,61.0,59.0,58.0,66.0
1,75.0,63.0,65.0,67.0,62.0,60.0,65.0,65.0,64.0,62.0,66.0,76.0,64.0,69.0,55.0,59.0,71.0,81.0,20.0,40.0,58.0,60.0,60.0,61.0,63.0,54.0,60.0,66.0
1,72.0,73.0,68.0,69.0,67.0,68.0,61.0,61.0,75.0,71.0,64.0,58.0,73.0,69.0,55.0,58.0,58.0,59.0,41.0,64.0,61.0,60.0,60.0,63.0,61.0,58.0,61.0,61.0
1,71.0,75.0,66.0,65.0,70.0,68.0,67.0,78.0,64.0,67.0,74.0,62.0,67.0,58.0,59.0,61.0,67.0,81.0,20.0,40.0,60.0,63.0,59.0,60.0,61.0,58.0,61.0,61.0
0,74.0,66.0,64.0,61.0,62.0,63.0,60.0,62.0,68.0,67.0,59.0,70.68181818181819,61.0,69.0,81.0,70.33333333333333,74.42857142857143,70.31818181818181,59.0,64.5,58.0,58.0,55.0,62.0,63.0,61.0,61.0,61.0
1,72.0,66.0,64.0,69.0,62.0,64.0,60.0,67.0,65.0,63.0,68.0,54.0,65.0,69.0,64.86363636363636,58.0,58.0,70.31818181818181,59.0,64.5,58.0,56.0,60.0,63.0,63.0,61.0,61.0,61.0
