label,potential_home_1,potential_home_2,overall_rating_home_3,overall_rating_home_4,overall_rating_home_5,ball_control_home_5,overall_rating_home_6,potential_home_6,overall_rating_home_7,overall_rating_home_8,overall_rating_home_9,positioning_home_10,overall_rating_home_11,overall_rating_away_1,overall_rating_away_2,overall_rating_away_3,potential_away_3,overall_rating_away_4,marking_away_4,standing_tackle_away_4,overall_rating_away_5,overall_rating_away_6,overall_rating_away_7,overall_rating_away_8,overall_rating_away_9,positioning_away_10,overall_rating_away_11,potential_away_11
2,78.0,68.0,65.0,69.0,62.0,46.0,68.0,72.0,67.0,67.0,63.0,76.0,65.0,73.0,67.0,70.0,76.0,76.0,76.0,81.0,70.0,72.0,70.0,68.0,71.0,64.0,68.0,76.0
2,74.0,69.0,71.0,73.0,66.0,67.0,68.0,72.0,67.0,71.0,69.0,79.0,67.0,73.0,67.0,70.0,76.0,76.0,76.0,81.0,67.0,72.0,67.0,71.0,71.0,64.0,67.0,72.0
1,81.0,85.0,74.0,76.0,70.0,74.0,70.0,77.0,78.0,73.0,75.0,85.0,71.0,67.0,67.0,70.0,76.0,76.0,76.0,81.0,70.0,68.0,71.0,72.0,71.0,58.0,69.0,77.0
1,85.0,62.0,67.0,64.0,66.0,63.0,65.0,72.0,69.0,69.0,69.0,62.0,66.0,67.0,65.0,76.0,85.0,67.0,64.0,65.0,70.0,72.0,67.0,71.0,71.0,58.0,69.0,77.0
0,81.0,73.0,67.0,70.0,67.0,57.0,73.0,77.0,70.0,69.0,70.0,75.0,74.0,67.0,65.0,70.0,76.0,76.0,76.0,81.0,67.0,68.0,71.0,68.0,71.0,64.0,67.0,72.0
1,79.0,78.0,75.0,74.0,72.0,61.0,75.0,82.0,81.0,77.0,75.81632653061224,60.0,79.0,67.0,65.0,70.0,76.0,76.0,76.0,81.0,67.0,71.0,67.0,68.0,68.0,64.0,71.0,82.0
0,76.0,78.0,72.0,75.0,68.0,64.0,69.0,78.0,74.0,66.0,69.0,73.0,67.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,69.0,67.0,70.0,67.0,74.0,79.0
2,66.0,74.0,64.0,66.0,63.0,68.0,62.0,65.0,67.0,68.0,64.0,71.0,64.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,70.0,66.0,73.0,72.0,65.0,74.0,79.0
0,81.0,77.0,74.0,75.0,73.0,64.0,80.0,87.0,75.0,77.0,77.0,76.0,73.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,66.0,72.0,70.0,67.0,67.0,74.0,79.0
1,83.0,80.0,74.0,79.0,67.0,66.0,74.0,82.0,73.0,77.0,81.0,83.0,75.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,67.0,66.0,67.0,70.0,67.0,74.0,79.0
1,77.0,72.0,72.62295081967213,69.0,65.0,65.0,70.0,76.0,68.0,67.0,74.0,66.0,72.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,70.0,70.0,74.0,72.0,67.0,67.0,72.0
2,75.0,66.0,63.0,70.0,63.0,54.0,63.0,67.0,67.0,66.0,67.79166666666667,68.0,65.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,70.0,67.0,70.0,67.0,74.0,79.0
1,68.0,73.0,66.0,68.0,66.0,64.0,68.0,72.0,70.0,67.0,68.0,71.0,62.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,66.0,67.0,70.0,67.0,74.0,79.0
1,83.0,70.0,66.0,66.0,67.0,64.0,66.0,76.0,72.0,73.0,71.0,82.0,71.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,67.0,66.0,67.0,70.0,67.0,74.0,79.0
0,68.0,68.0,65.0,65.0,64.0,64.0,66.0,83.0,64.0,70.0,67.0,69.0,64.0,74.0,65.0,64.0,68.0,77.0,77.0,80.0,71.0,70.0,69.0,67.0,70.0,67.0,74.0,79.0
2,70.0,66.0,68.0,71.0,68.0,63.0,72.0,76.0,69.0,72.0,74.0,71.0,72.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,70.0,70.0,67.0,78.0,73.0,79.0
0,70.0,69.0,61.0,67.0,64.0,66.0,65.0,68.0,65.0,63.0,68.0,69.0,68.0,74.0,65.0,68.0,71.0,64.0,62.0,63.0,71.0,70.0,70.0,67.0,73.0,72.0,74.0,79.0
1,76.0,72.0,67.0,75.0,67.0,64.0,69.0,74.0,69.0,65.0,66.0,67.0,68.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,70.0,67.0,70.0,67.0,74.0,79.0
1,82.0,73.0,66.0,72.0,69.0,62.0,71.0,72.0,72.0,73.0,72.0,77.0,62.0,74.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,70.0,66.0,70.0,67.0,67.0,83.0
2,74.0,69.0,70.0,68.0,69.0,74.0,67.0,72.0,70.0,69.0,67.0,69.0,66.0,67.0,65.0,68.0,71.0,77.0,77.0,80.0,71.0,70.0,66.0,72.0,73.0,65.0,67.0,72.0
1,79.0,84.0,72.0,78.0,69.0,68.0,73.0,79.0,75.0,71.0,66.0,83.0,74.0,67.0,66.0,68.0,71.0,77.0,77.0,80.0,71.0,72.0,70.0,67.0,70.0,67.0,67.0,72.0
1,75.0,76.0,66.0,65.0,66.0,71.0,66.0,79.0,66.0,71.0,72.0,66.0,63.0,74.0,66.0,68.0,71.0,77.0,77.0,80.0,71.0,67.0,70.0,70.0,67.0,67.0,74.0,79.0
2,67.0,67.0,70.0,67.0,64.0,65.0,69.0,70.0,69.0,71.0,73.0,78.0,64.0,74.0,65.0,68.0,71.0,64.0,62.0,63.0,71.0,70.0,66.0,67.0,72.0,67.0,70.0,77.0
1,83.0,66.0,69.0,64.0,66.0,64.0,67.0,67.0,75.0,67.0,67.0,78.0,66.0,69.0,68.0,68.0,69.0,70.0,65.0,71.0,65.0,67.0,68.0,72.0,66.0,73.0,76.0,82.0
0,73.0,72.0,65.0,71.0,66.0,66.0,67.0,72.0,67.0,67.0,72.0,71.0,67.0,69.0,67.0,68.0,76.0,65.0,68.0,69.0,68.0,70.0,72.0,73.0,68.0,73.0,76.0,82.0
1,70.0,74.0,64.0,64.0,70.0,66.0,71.0,74.0,73.0,70.0,76.0,69.0,74.0,69.0,65.0,67.0,73.0,70.0,65.0,71.0,68.0,68.0,72.0,73.0,71.0,73.0,66.0,70.0
2,72.0,64.0,66.0,67.0,65.0,61.0,63.0,63.0,65.0,68.0,65.0,72.0,64.0,69.0,65.0,68.0,78.0,70.0,65.0,71.0,68.0,67.0,73.0,71.0,72.0,72.0,78.0,84.0
1,70.0,68.0,66.0,75.0,67.0,64.0,69.0,70.0,70.0,66.0,69.0,76.0,70.0,69.0,65.0,68.0,69.0,67.0,68.0,65.0,68.0,78.0,72.0,71.0,68.0,72.0,73.0,75.0
0,82.0,62.0,61.0,63.0,65.0,66.0,70.0,74.0,60.0,64.0,64.0,65.0,66.0,69.0,68.0,68.0,78.0,65.0,67.0,69.0,68.0,67.0,73.0,71.0,72.0,73.0,69.0,79.0
1,78.0,74.0,74.0,64.0,73.0,67.0,76.0,85.0,74.0,78.0,80.0,80.0,77.0,69.0,68.0,65.0,70.0,67.0,68.0,65.0,68.0,68.0,71.0,72.0,73.0,73.0,69.0,79.0
0,82.0,70.0,70.0,71.0,69.0,71.0,66.0,66.0,68.0,74.0,64.0,66.0,76.0,70.0,65.0,67.0,73.0,68.0,68.0,71.0,68.0,65.0,68.0,73.0,78.0,40.0,69.0,79.0
1,86.0,73.0,79.0,69.0,72.0,74.0,74.0,76.0,74.0,78.0,71.0,65.0,77.0,70.0,65.0,65.0,70.0,67.0,68.0,65.0,70.0,68.0,71.0,73.0,78.0,69.0,69.0,79.0
1,65.0,63.0,66.0,65.0,65.0,65.0,68.0,72.0,66.0,65.88461538461539,67.0,66.0,65.0,70.0,65.0,70.0,71.0,67.0,68.0,65.0,65.0,72.0,68.0,78.0,71.0,58.0,69.0,79.0
1,71.0,70.0,64.0,64.0,68.0,64.0,75.0,78.0,69.0,65.0,70.0,67.0,68.0,70.0,65.0,70.0,71.0,67.0,68.0,65.0,68.0,73.0,72.0,78.0,69.0,67.0,63.0,70.0
1,73.0,78.0,66.0,74.0,66.0,67.0,73.0,85.0,74.0,73.0,74.0,64.0,70.0,70.0,68.0,68.0,69.0,67.0,63.0,65.0,65.0,71.0,72.0,67.0,73.0,72.0,78.0,84.0
1,75.0,70.0,63.0,67.0,65.0,64.0,65.0,74.0,67.0,71.0,68.0,73.0,69.0,70.0,65.0,68.0,69.0,68.0,68.0,71.0,68.0,73.0,72.0,78.0,71.0,68.0,69.0,79.0
2,67.0,66.0,61.0,68.0,63.0,63.0,65.7,68.85,64.0,61.0,63.0,62.0,64.0,70.0,65.0,68.0,76.0,63.0,59.0,68.0,68.0,78.0,71.0,73.0,72.0,68.0,69.0,79.0
1,70.0,68.67105263157895,68.0,67.0,64.0,61.0,73.0,77.0,63.0,68.0,67.0,76.0,66.0,70.0,63.0,65.0,72.0,65.0,67.0,69.0,68.0,73.0,71.0,72.0,61.0,73.0,69.0,79.0
1,77.0,73.0,76.0,79.0,78.0,75.0,71.0,75.0,74.0,79.0,76.0,72.0,72.0,70.0,68.0,65.0,70.0,65.0,68.0,69.0,68.0,78.0,72.0,73.0,71.0,67.0,66.0,70.0
1,80.0,76.0,71.0,75.0,72.0,73.0,69.0,75.0,73.0,68.0,79.0,65.0,73.0,70.0,78.0,68.0,76.0,65.0,68.0,69.0,65.0,63.0,72.0,73.0,71.0,72.0,66.0,70.0
1,82.0,77.0,72.0,75.0,76.0,74.0,70.0,72.0,79.0,73.0,72.0,80.0,78.0,67.0,68.0,71.0,79.0,64.0,54.0,63.0,65.0,69.0,68.0,68.0,67.0,68.0,68.0,72.0
2,71.0,78.0,68.0,64.0,67.0,73.0,66.0,74.0,71.0,74.0,70.0,71.0,68.0,67.0,65.0,71.0,79.0,66.0,67.0,69.0,67.0,68.0,69.0,70.0,68.0,59.0,68.0,72.0
2,65.0,66.0,67.0,67.0,64.0,66.0,64.0,66.0,65.0,68.0,66.0,59.0,68.0,67.0,69.0,71.0,79.0,66.0,67.0,69.0,67.0,68.0,68.0,70.0,68.0,58.0,68.0,72.0
1,78.0,73.0,69.0,67.0,66.0,57.0,69.0,74.0,77.0,68.0,67.0,84.0,67.0,67.0,69.0,71.0,79.0,68.0,67.0,69.0,66.0,68.0,70.0,68.0,68.0,68.0,68.0,69.0
1,77.0,70.0,73.0,71.0,69.0,59.0,68.0,73.0,71.0,72.0,71.0,70.0,70.0,67.0,69.0,71.0,79.0,68.0,67.0,69.0,67.0,68.0,70.0,68.0,68.0,68.0,68.0,69.0
2,71.0,66.0,68.0,70.0,65.0,59.0,65.0,67.0,71.0,64.0,67.0,73.0,66.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,67.0,68.0,70.0,68.0,68.0,68.0,68.0,69.0
0,84.0,64.0,66.0,67.0,67.0,66.0,67.0,67.0,65.0,67.0,69.0,67.0,66.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,67.0,68.0,65.0,68.0,68.0,77.0,68.0,70.0
1,80.0,80.0,78.0,76.0,74.0,75.0,78.0,82.0,75.0,81.0,72.0,68.0,74.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,62.0,68.0,70.0,67.0,69.0,68.0,68.0,69.0
1,77.0,78.0,76.0,75.0,72.0,67.0,77.0,83.0,71.0,73.0,74.0,85.0,73.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,67.0,68.0,70.0,68.0,68.0,68.0,68.0,69.0
1,66.0,67.0,68.0,67.0,66.0,63.0,66.0,66.0,69.0,68.0,68.0,69.0,68.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,67.0,67.0,69.0,68.0,68.0,68.0,68.0,69.0
2,78.0,71.0,65.0,72.0,67.0,72.0,73.0,82.0,77.0,71.0,72.0,74.0,69.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,67.0,67.0,70.0,67.0,69.0,68.0,68.0,69.0
1,79.0,81.0,74.0,69.0,72.0,74.0,75.0,84.0,80.0,68.0,72.0,74.0,72.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,67.0,67.0,70.0,67.0,68.0,68.0,64.0,72.0
1,72.0,65.0,66.0,68.0,67.0,64.0,67.0,75.0,66.0,68.0,67.0,72.0,69.0,67.0,66.0,71.0,79.0,68.0,67.0,69.0,65.0,68.0,70.0,67.0,68.0,68.0,69.0,75.0
2,61.0,63.0,65.0,65.0,61.0,56.0,62.0,66.0,61.0,63.0,68.0,61.0,65.0,67.0,65.0,71.0,79.0,68.0,67.0,69.0,67.0,68.0,70.0,67.0,69.0,68.0,68.0,69.0
2,72.0,71.0,68.0,65.0,65.0,64.0,71.0,76.0,69.0,68.0,63.0,65.0,70.0,67.0,65.0,60.0,67.0,68.0,67.0,69.0,67.0,69.0,70.0,67.0,68.0,68.0,68.0,69.0
1,69.0,78.0,72.0,71.0,71.0,74.0,79.0,79.0,77.0,80.0,78.0,78.0,80.0,67.0,65.0,60.0,67.0,68.0,67.0,69.0,67.0,69.0,70.0,67.0,67.0,68.0,68.0,69.0
0,66.0,69.0,64.0,66.0,64.0,63.0,65.0,65.0,66.0,63.0,63.0,64.0,67.0,67.0,65.0,71.0,79.0,68.0,67.0,69.0,67.0,69.0,70.0,67.0,67.0,68.0,68.0,69.0
2,71.0,66.0,69.0,65.0,68.0,62.0,67.0,72.0,61.0,69.0,67.0,62.0,70.0,71.0,67.0,65.0,72.0,71.0,69.0,69.0,65.0,67.0,69.0,68.0,66.0,67.0,62.0,66.0
1,67.0,66.0,69.0,65.0,63.0,62.0,66.0,68.0,66.0,69.0,67.0,67.0,63.0,71.0,67.0,65.0,72.0,71.0,69.0,69.0,65.0,68.0,67.0,69.0,66.0,62.0,70.0,77.0
0,73.0,67.0,64.0,65.0,63.0,59.0,69.0,71.0,64.0,67.0,68.0,67.0,66.0,71.0,67.0,65.0,72.0,71.0,69.0,69.0,65.0,63.0,67.0,69.0,66.0,64.0,70.0,77.0
1,69.0,73.0,68.0,69.0,67.0,69.0,70.0,75.0,73.0,68.0,67.0,84.0,67.0,71.0,67.0,71.0,73.0,65.0,65.0,64.0,65.0,68.0,69.0,67.0,66.0,64.0,70.0,77.0
1,74.0,76.0,73.0,75.0,66.0,66.0,70.0,82.0,69.0,74.0,74.0,76.0,80.0,71.0,67.0,71.0,73.0,65.0,65.0,67.0,65.0,68.0,70.0,66.0,69.0,65.0,70.0,77.0
0,78.0,75.0,74.0,65.0,71.0,74.0,73.0,78.0,75.0,72.0,74.0,75.0,76.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,68.0,69.0,66.0,63.0,75.0,70.0,77.0
2,71.0,64.0,63.0,65.0,67.0,60.0,66.0,66.0,67.0,68.0,66.0,67.0,70.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,66.0,69.0,68.0,66.0,68.0,70.0,77.0
0,70.0,65.0,67.0,67.0,63.0,67.0,67.0,68.0,67.0,62.0,67.0,71.0,68.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,66.0,68.0,70.0,66.0,68.0,70.0,77.0
1,74.0,78.0,75.0,74.0,73.0,67.0,76.0,80.0,71.0,73.0,70.0,82.0,75.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,66.0,68.0,69.0,70.0,75.0,66.0,66.0
0,65.0,66.0,65.0,62.0,66.0,62.0,65.0,71.0,72.0,68.0,63.0,57.0,63.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,68.0,63.0,66.0,69.0,75.0,70.0,77.0
1,77.0,66.0,71.0,70.0,72.0,69.0,72.0,77.0,71.0,71.0,70.0,74.0,73.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,66.0,68.0,63.0,69.0,75.0,70.0,77.0
1,78.0,77.0,73.0,76.0,63.0,65.0,74.0,82.0,77.0,75.0,75.0,83.0,78.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,69.0,68.0,65.0,70.0,75.0,66.0,66.0
1,77.0,72.0,73.0,63.0,65.0,64.0,68.0,71.0,63.0,70.0,74.0,70.0,68.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,68.0,63.0,65.0,69.0,75.0,70.0,77.0
1,68.0,67.0,66.0,66.0,67.0,73.0,64.0,67.0,65.0,63.0,67.0,71.0,68.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,68.0,65.0,68.0,69.0,63.0,68.0,83.0
2,83.0,77.0,73.0,73.0,72.0,74.0,71.0,77.0,75.0,78.0,78.0,74.0,76.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,67.0,68.0,69.0,68.0,68.0,70.0,77.0
2,70.0,69.0,71.0,66.0,64.0,66.0,63.0,65.0,68.0,72.0,65.0,58.0,65.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,67.0,69.0,68.0,63.0,68.0,70.0,77.0
2,67.0,72.0,66.0,67.0,67.0,63.0,63.0,63.0,68.0,70.0,68.0,62.0,65.0,71.0,65.0,71.0,73.0,67.0,67.0,68.0,65.0,68.0,69.0,67.0,68.0,68.0,70.0,77.0
2,68.0,70.0,65.0,66.0,63.0,59.0,66.0,70.0,66.0,68.0,66.0,67.0,63.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,68.0,66.0,67.0,72.0,59.0,67.0,73.0
1,73.0,68.0,66.0,68.0,67.0,73.0,66.0,72.0,70.0,69.0,67.0,76.0,69.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,68.0,72.0,66.0,67.0,67.0,69.0,72.0
1,69.0,63.0,67.0,66.0,64.0,65.0,67.0,69.0,70.0,68.0,69.0,67.0,66.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,68.0,72.0,66.0,69.0,67.0,67.0,67.0
1,76.0,69.0,70.0,67.0,66.0,54.0,70.0,72.0,70.0,72.0,63.0,68.0,73.0,69.0,66.0,67.0,71.0,75.0,78.0,75.0,65.0,72.0,70.0,68.0,67.0,67.0,69.0,72.0
1,78.0,69.0,74.0,75.0,69.0,69.0,75.0,75.0,77.0,71.0,74.0,71.0,72.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,66.0,72.0,68.0,67.0,59.0,67.0,73.0
0,75.0,73.0,72.0,72.0,69.0,71.0,75.0,80.0,70.0,67.0,67.0,62.0,66.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,69.0,66.0,68.0,72.0,67.0,70.0,70.0
1,78.0,68.0,72.0,67.0,67.0,67.0,69.0,75.0,69.0,67.0,71.0,59.0,74.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,69.0,66.0,68.0,72.0,74.0,67.0,73.0
2,74.0,70.0,73.0,75.0,69.0,72.0,71.0,79.0,74.0,74.0,75.0,77.0,70.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,69.0,68.0,66.0,72.0,67.0,70.0,70.0
1,84.0,78.0,72.0,74.0,67.0,68.0,77.0,83.0,74.0,72.0,76.0,72.0,74.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,70.0,68.0,68.0,72.0,74.0,69.0,72.0
0,66.0,67.0,66.0,66.0,60.0,63.0,67.0,67.0,67.0,68.0,68.0,69.0,65.0,69.0,67.0,75.0,75.0,65.0,67.0,65.0,65.0,68.0,68.0,69.0,72.0,69.0,70.0,70.0
0,68.0,66.0,66.0,62.0,61.0,64.0,66.0,68.0,65.0,64.0,67.0,75.0,65.0,69.0,66.0,75.0,75.0,67.0,67.0,68.0,65.0,70.0,66.0,68.0,72.0,74.0,66.0,75.0
1,73.0,71.0,64.0,66.0,68.0,67.0,68.0,75.0,62.0,68.0,66.0,78.0,71.0,69.0,66.0,75.0,75.0,66.0,54.0,64.0,59.0,70.0,68.0,68.0,66.0,64.0,70.0,70.0
1,83.0,76.0,74.0,72.0,76.0,80.0,78.0,83.0,70.0,79.0,75.0,83.0,79.0,69.0,67.0,75.0,75.0,66.0,54.0,64.0,65.0,68.0,68.0,66.0,72.0,69.0,67.0,67.0
0,73.0,75.0,74.0,71.0,66.0,67.0,74.0,78.0,75.0,72.0,74.0,69.0,70.0,69.0,67.0,75.0,75.0,66.0,54.0,64.0,65.0,68.0,68.0,66.0,72.0,69.0,67.0,73.0
2,73.0,65.0,60.0,64.0,67.0,71.0,64.0,64.0,66.0,66.0,67.0,65.0,66.0,69.0,66.0,75.0,75.0,66.0,54.0,64.0,67.0,68.0,68.0,69.0,72.0,55.0,70.0,70.0
2,66.0,63.0,68.0,66.0,64.0,62.0,69.0,69.0,64.0,65.0,67.0,60.0,66.0,60.0,66.0,75.0,75.0,66.0,54.0,64.0,67.0,68.0,68.0,66.0,72.0,69.0,70.0,70.0
1,83.0,81.0,74.0,78.0,72.0,63.0,77.0,82.0,81.0,74.0,75.0,84.0,76.0,74.0,68.0,72.0,72.0,69.0,67.0,70.0,68.0,73.0,66.0,73.0,69.0,77.0,72.0,75.0
1,74.0,79.0,67.0,69.0,68.0,66.0,70.0,80.0,73.0,71.0,68.0,69.0,76.0,74.0,68.0,69.0,71.0,72.0,70.0,70.0,68.0,73.0,71.0,66.0,69.0,77.0,72.0,75.0
1,82.0,85.0,78.0,75.0,74.0,67.0,77.0,88.0,79.0,77.0,76.0,75.0,76.0,74.0,69.0,72.0,72.0,69.0,71.0,72.0,68.0,74.0,71.0,73.0,72.0,68.0,73.0,80.0
1,75.0,80.0,77.0,72.0,70.0,72.0,71.0,77.0,72.0,75.0,74.0,64.0,69.0,74.0,68.0,69.0,71.0,72.0,70.0,70.0,68.0,74.0,72.0,73.0,72.0,58.0,73.0,80.0
0,67.0,76.0,70.0,68.0,67.0,56.0,68.0,75.0,68.0,66.0,69.0,78.0,70.0,74.0,72.0,68.0,71.0,68.0,69.0,71.0,65.0,69.0,73.0,73.0,74.0,58.0,68.0,71.0
0,66.0,72.0,68.0,63.0,67.0,66.0,67.0,68.0,68.0,66.0,68.0,75.0,66.0,74.0,68.0,72.0,72.0,65.0,67.0,69.0,68.0,73.0,69.0,72.0,71.0,66.0,72.0,72.0
2,78.0,66.0,65.0,68.0,65.0,63.0,65.0,67.0,63.0,65.0,68.0,59.0,68.0,74.0,68.0,72.0,72.0,65.0,67.0,69.0,68.0,73.0,69.0,69.0,71.0,66.0,72.0,72.0
0,73.0,72.0,71.0,67.0,67.0,63.0,68.0,74.0,63.0,67.0,67.0,61.0,68.0,74.0,68.0,72.0,72.0,69.0,67.0,70.0,68.0,74.0,71.0,73.0,69.0,77.0,73.0,80.0
1,69.0,71.0,63.0,68.0,67.0,68.0,70.0,74.0,68.0,72.0,72.0,67.0,67.0,74.0,68.0,72.0,72.0,65.0,67.0,69.0,68.0,64.0,73.0,69.0,73.0,75.0,72.0,72.0
0,74.0,67.0,69.0,69.0,67.0,68.0,66.0,66.0,69.0,68.0,69.0,67.0,73.0,74.0,68.0,72.0,72.0,69.0,71.0,72.0,68.0,73.0,72.0,69.0,72.0,60.0,71.0,75.0
2,73.0,72.0,69.0,70.0,71.0,68.0,71.0,71.0,66.0,66.0,69.0,55.0,72.0,74.0,68.0,72.0,72.0,69.0,71.0,72.0,64.0,74.0,72.0,73.0,72.0,60.0,71.0,75.0
1,73.0,76.0,79.0,69.0,70.0,67.0,71.0,76.0,75.0,72.0,71.0,79.0,70.0,74.0,64.0,72.0,72.0,69.0,71.0,72.0,64.0,74.0,72.0,73.0,66.0,68.0,71.0,75.0
1,70.0,76.0,70.0,67.0,63.0,64.0,73.0,76.0,78.0,73.0,67.0,66.0,68.0,74.0,68.0,69.0,69.0,72.0,70.0,70.0,68.0,73.0,72.0,74.0,73.0,68.0,66.0,76.0
1,64.0,66.0,66.0,67.0,66.0,62.0,69.0,69.0,65.0,69.0,68.0,83.0,66.0,74.0,68.0,72.0,72.0,69.0,71.0,72.0,68.0,74.0,73.0,64.0,70.0,68.0,71.0,75.0
2,73.0,72.0,69.0,72.0,69.0,74.0,69.0,76.0,68.0,68.0,72.0,78.0,72.0,74.0,68.0,72.0,72.0,69.0,71.0,72.0,68.0,73.0,74.0,64.0,73.0,71.0,72.0,72.0
0,78.0,80.0,75.0,76.0,69.0,70.0,75.0,75.0,77.0,75.0,73.0,80.0,75.0,74.0,68.0,72.0,72.0,69.0,71.0,72.0,68.0,74.0,71.0,73.0,66.0,77.0,73.0,80.0
2,74.0,71.0,69.0,71.0,67.0,63.0,70.0,82.0,72.0,67.0,69.0,80.0,74.0,74.0,68.0,72.0,72.0,69.0,71.0,72.0,68.0,74.0,71.0,64.0,66.0,77.0,73.0,80.0
1,78.0,84.0,81.0,79.0,68.0,65.0,79.0,81.0,80.0,71.0,84.0,76.0,80.0,76.0,72.0,71.0,71.0,72.0,71.0,76.0,71.0,74.0,68.0,73.0,79.0,60.0,75.0,81.0
2,73.0,75.0,80.0,79.0,74.0,71.0,77.0,77.0,74.0,76.0,83.0,85.0,75.0,76.0,72.0,71.0,71.0,72.0,71.0,76.0,71.0,74.0,68.0,73.0,79.0,60.0,75.0,81.0
1,75.0,75.0,73.0,74.0,75.0,75.0,74.0,82.0,72.0,75.0,73.0,76.0,73.0,76.0,72.0,71.0,71.0,72.0,71.0,76.0,70.0,74.0,73.0,68.0,69.0,60.0,75.0,81.0
1,87.0,77.0,76.0,77.0,75.0,73.0,76.0,76.0,75.0,80.0,80.0,78.0,74.0,76.0,72.0,72.0,76.0,77.0,80.0,79.0,71.0,74.0,71.0,73.0,71.0,69.0,75.0,81.0
1,84.0,82.0,84.0,79.0,80.0,75.0,85.0,85.0,80.0,80.0,86.0,81.0,80.0,73.0,72.0,72.0,76.0,77.0,80.0,79.0,71.0,70.0,71.0,73.0,74.0,63.0,72.0,72.0
1,76.0,81.0,81.0,77.0,78.0,76.0,77.0,81.0,77.0,76.0,78.0,73.0,77.0,73.0,70.0,72.0,72.0,77.0,80.0,79.0,71.0,74.0,73.0,73.0,71.0,70.0,72.0,72.0
0,78.0,75.0,68.0,81.0,74.0,74.0,77.0,83.0,77.0,79.0,76.0,72.0,75.0,73.0,72.0,72.0,76.0,77.0,80.0,79.0,71.0,74.0,73.0,71.0,69.0,68.0,69.0,75.0
2,90.0,80.0,79.0,82.0,77.0,77.0,86.0,86.0,83.0,83.0,82.0,84.0,88.0,76.0,70.0,72.0,72.0,72.0,71.0,76.0,71.0,73.0,74.0,71.0,73.0,59.0,69.0,75.0
2,72.0,68.0,75.0,77.0,68.0,75.0,78.0,78.0,75.0,75.0,74.0,73.0,79.0,76.0,70.0,72.0,72.0,72.0,71.0,76.0,71.0,73.0,74.0,73.0,71.0,59.0,72.0,72.0
1,86.0,85.0,83.0,78.0,79.0,77.0,82.0,85.0,72.0,78.0,88.0,79.0,82.0,76.0,70.0,72.0,72.0,72.0,71.0,76.0,71.0,73.0,74.0,73.0,71.0,70.0,69.0,75.0
0,78.0,72.0,78.0,78.0,76.0,74.0,81.0,85.0,76.0,79.0,75.0,83.0,73.0,76.0,70.0,72.0,72.0,72.0,71.0,76.0,71.0,73.0,74.0,71.0,73.0,59.0,69.0,75.0
0,74.0,71.0,75.0,73.0,74.0,72.0,77.0,77.0,78.0,78.0,79.0,78.0,78.0,76.0,70.0,72.0,72.0,72.0,71.0,76.0,71.0,73.0,71.0,71.0,73.0,59.0,73.0,81.0
2,74.0,78.0,78.0,74.0,75.0,75.0,76.0,76.0,76.0,78.0,75.0,70.0,71.0,76.0,70.0,72.0,72.0,72.0,71.0,76.0,71.0,73.0,74.0,71.0,73.0,70.0,73.0,81.0
